小米SU7 #小米su7 #小米汽车
你舔的好啊捂脸捂脸 3320179073224392 钢城大哥大 河南
钱收的不多 79591772562 路见不平拔嘴相助 浙江
说不好，怕收到律师函 4702504525 好事成双25 山东
充值震坐实了哈欠 79180415678 开飞车的小新 重庆
钱没给够 102485645132 小柒侃车 新疆
主要是和韩路不对付，小米这次给了韩路很多资源，我震哥生气了呲牙 6303157826 乐天派小羊nuS 广东
👏有道理 4246479808 Ljk778 安徽
实事求是得讲没问题啊，一顿猛夸你们又会说收钱了，有意思吗 105460236149 MC大鸟叔叔 江苏
雷子没给到位啊呲牙，不懂事，太小看我们震哥的带货能力啦捂脸 76785746193 伍子浩在的 广东
越酸越不给钱，影响不了小米销量 1516949023232660 你当像飞鸟飞向你的山 湖北
震哥对小米期待太高了，然后实话实说，结果被拉黑了 60713492477 手指有点黄 江苏
充值震：实话实说？威马汽车好，你买了吗？大金牙 2731621007762333 我说的是蒸的 上海
你是阿娇？很傻很天真 54939997646 蛮牛之力 北京
你真天真，他实话实说？他只看钱 1812068556 白色黑涩 河南
看完最大的感受，不想买了 15332708450 董南北 山东
想买只需要一个理由，不想买有万个理由 58269413522 WYdaydream 安徽
应该是想买不需要理由，不想买总是有很多借口看 2471322024678830 Lone梦舍 湖北
犹豫就是不能买 15332708450 董南北 山东
充值震：威马汽车好，你买了吗？呲牙 2731621007762333 我说的是蒸的 上海
过去的梗了 15332708450 董南北 山东
你有想买的吗？说一个，半年内去买了 5449950584 成都晴 四川
这两年内买车不觉得是脑子有问题么？ 15332708450 董南北 山东
我是觉得后排空间太小，坐姿太直了 101821004609 SugeGL 广西
过于执着于生态 15332708450 董南北 山东
本身就是运动型 15332708450 董南北 山东
感谢分享 3795961575911936 高级生活家啊 河南
已经订单超5万了 897633286893919 小新来了鸭 山东
任何车企的首款都不要买毛病肯定很多 78241157869 温州老板黄鶴 浙江
借口还能有点创意吗捂脸 3128992544 高贵天空e 湖北
🦈🦅 4129369877647384 不怕不怕我爱吃辣 山东
同是山东人相煎何太急 15332708450 董南北 山东
你跟奔驰跟保时捷对比了？请你跟20万级别的其他车对比！ 51932865375 友爱冰淇淋mN 湖北
20万元的那些车？您举个例子？那个车不必小米底蕴好？ 15332708450 董南北 
你不买，我买，我觉得很香，穷不是你的问题 98432612649 雨219601 山西
你要是不买呢？XXX? 15332708450 董南北 
同是山东人相煎何太急 15332708450 董南北 山东
你跟奔驰跟保时捷对比了？请你跟20万级别的其他车对比！ 51932865375 友爱冰淇淋mN 湖北
20万元的那些车？您举个例子？那个车不必小米底蕴好？ 15332708450 董南北 
你不买，我买，我觉得很香，穷不是你的问题 98432612649 雨219601 山西
你要是不买呢？XXX? 15332708450 董南北 
其实看不看，可能你都不会买吧。也没什么 3599986571 成熟饼干OlT 广西
你买了？ 15332708450 董南北 山东
嗯，打算充值一波 3599986571 成熟饼干OlT 广西
别相信这帮车评，都有利益在里面，他有大量比亚迪的股票，当然不希望竞争者好 54939997646 蛮牛之力 北京
没有按键，怎么熄火？？？？？？？踩刹车可以自动开，那没有按键，怎么熄火！！！！！ 89985679944 诸葛亮打野1 广东
一看就是一直开燃油车，现在电车都可以开门自动挂P挡，拿走手机钥匙离开车就熄火了还能锁上车捂脸 6918924419 李宾11 山东
就我个人而言，更希望把那个启动键改为挡把，单手开车惯了抬个手开雨刮都嫌累，更别说怀挡了，真用不惯！！ 1122886211 眏牛人 福建
怀档用惯了你会觉得为啥不是所有车都是怀档呢看 62406452708 不惑大叔神经叨叨 广东
如果在车里等人呢？或者呆着比较久呢 91587146601 是郭大侠呀 河南
又没有发动机，怕啥？挂了p档和熄火有啥区别？ 5542525524 电动向心力 陕西
其实之前雷军就问过特斯拉，没有实体按键万一死机了怎么办，电车拨杆的方式也有过死机、车下不了电的案例，所以我个人认为保留一键启/断电还是很有必要的 3271024615 哦豁11112 江西
在车里就不会断电，有检测是否有人的 3624304533 dodo_milu 四川
下车，关门直接锁车的 109211790438 欢快星星HY 江苏
疯狂比心 52281185208 号角lzh 浙江
电车熄什么火，挂p档自动断电 2860224748 Squalllee 江西
电车就是上车踩电门就走，下车踩刹车就停，打开车门自动P档，下车关门自己就锁车了 95903687158 苏苏格拉苏 贵州
启动键有没有可能是国标要求 827271663336760 用户4835384077329 上海
建议把你这个视频发到全网，最真实的测评。 4248359035 AToson汤神 广东
电车不需要熄火捂脸 905599818662855 jeremytino 四川
下车关门直接锁车熄火的，不需要任何操作 5845877203 坚持的我67952336 河南
不懂又喜欢质疑，所有电车都又p档，锁车就行了，建议找个电车开一下 5491347965 月亮的手 广东
好一个所有你开过比亚迪吗？ 3580077030 中概第三代传人 河南
电车熄什么火，p档驻车关门下车就行了。 3123517809 一路向北None 河南
我就是比亚迪电车 3580077030 中概第三代传人 河南
他的比亚迪可能还没有升级智能上下电灵光一闪 307517951312813 游戏闲鱼2号 江西
不懂又喜欢质疑，所有电车都又p档，锁车就行了，建议找个电车开一下 5491347965 月亮的手 广东
好一个所有你开过比亚迪吗？ 3580077030 中概第三代传人 河南
电车熄什么火，p档驻车关门下车就行了。 3123517809 一路向北None 河南
我就是比亚迪电车 3580077030 中概第三代传人 河南
他的比亚迪可能还没有升级智能上下电灵光一闪 307517951312813 游戏闲鱼2号 江西
比亚迪好更新了，唐都有自动上下电了，电车里面除了比亚迪其他都是踩刹车启动，停车直接锁车下电了 64748084872 OceanzzZ 上海
开过电车嘛？在这bb 34824467528903 虾米阿拉斯 江苏
有火儿么？就熄火捂脸 1578507715 China伟大复兴 河南
零跑可以，人脸识别启动，下车离开熄火，傻瓜模式呲牙 4129420887983352 幸福时光 广东
小爱，把车熄火抠鼻灵光一闪打脸捂脸 3977644163 悠然俊采 山西
难道就我觉得语音控制挺傻的，尤其车里有人的时候，我就喜欢手调。 4636681937 lpadrian 上海
我也同感，我一直觉得语音交互特别傻的一个行为，“小爱同学…”“我在呢…”泪奔泪奔 84364873078 凯凯凯洛 浙江
你不是用小米手机的吧？习惯了还好 72664664441 冯子桀 广东
手调一般在方向盘就可以了，只要有可定制的就好，放在屏幕下面，跟直接按屏幕没什么区别 61530678164 桂279338266 广东
跟我一样，真不明白取消实体按键意义干嘛！调个空调还叭叭一下看看 63612735939 小宝207041955 广东
小米懂你，所以设计的可以拓展按键奸笑 62178418522 这是一个姓刘的用户 河北
雷总营销那么牛逼，怎么得罪了不少车评人[捂脸] 1566124675961911 乐观的麻酱Gl 江西
车不行 607382982628894 幸运星球nan 陕西
因为扣不给钱 2621653078775143 满腹经纶的大哥 北京
好，我是米粉[爱慕][爱慕][爱慕] 57489908842 俊音飘飘 广东
锁单再截图 95903687158 苏苏格拉苏 贵州
别为难 93148293912 凯歌视角 云南
 2599674513461895 国强 山东
 607382982628894 幸运星球nan 陕西
不知道能粉他们家点啥。。。 102781594393 三分三028 上海
 607382982628894 幸运星球nan 陕西
锁单我给你发红包灵光一闪 106812415056 不凡破晓者 河南
有本事锁单截图捂脸 5798724006 慕容雪65536141 浙江
说实话内饰真不高级，一堆鸡零狗碎的设计。 4175853191 橄当AZ14 浙江
还是浙江的吉利高级 7152149323 齐de隆咚呛 安徽
吉利一般，蔚来还可以 4175853191 橄当AZ14 浙江
二十万的吉利比这破玩意好多了 2955952008993613 开朗圆月kA 江苏
蔚来得加钱 103843715955 aaEi 湖北
蔚来内饰也不咋地捂脸 53569527858 橙两面包夹芝士 安徽
10多个屏➕投影是高级？ 67387052504 正义凛然叶子H0 辽宁
去看看奔驰的设计，人家的质感。 4175853191 橄当AZ14 浙江
奔驰那个标去了，立马折价一半。他们在国内的利润率是50%还多捂脸 2788802404826061 认真布里顿9QE 广东
奔驰多钱他多少 4190420021 Neil123 天津
同感，这内饰一股廉价感。而且座椅竟然没有通风和按摩。空间还是有点小啊。捂脸 2704437298335212 哎呦哈嘿哈 广东
高级就是一个一米多长的屏幕立在你面前，然后一个物理按键也没有吗？ 111117216704 时髦露珠rA 广东
并不是，而是这些拼凑在一起很不协调，东一块西一块，都是改装上去的感觉，浓浓的汽配城味道 4175853191 橄当AZ14 浙江
但这个配置，这个价格，绝对挺强的 3401977951 落日飞雪 江苏
🦈🦅 4129369877647384 不怕不怕我爱吃辣 山东
二十几万的你去跟450万的比 58142161126 顶级蛋糕FVD 广东
高情商：比较运动风低情商：隔音真差[狗头] 466369651668 咯咯咯 广东
低情商：隔音差，空间达不到c级高情商：除了这两，其他地方找不到黑点奸笑 60332308051 猫和猫和猫yu 重庆
 60946634741 伍叁玖玖柒 山东
吉利是真气的不行 6671099086 兔子镇的小狐狸 河北
这颜值就被小米吊打几十条街捂脸 2759587472 嗨贼王 广西
确实不如保时捷 2400964702373709 直爽的快乐西瓜 陕西
7上8下狗头 93683900076 恒星指引 甘肃
雷冖代言农夫山泉 70112291947 平山海 山东
这是P的原位置是个黑色保温杯 84478641029 小九特别不能吃 辽宁
就算是农夫山泉我觉得也没必要拿来黑 95586959735 智者高山Zs 湖北
农夫山泉就是甜 103217907656 趁年轻0y7p 江苏
打拳喽 65720665654 小熊仓库 安徽
有一个想法，车主在手握方向盘的时候可以把车主的心率、血氧等指标给测出来，同时可以检测车主是不是疲劳驾驶或者意识模糊 52747237716 绝境逢生666 河南
疲劳驾驶自动报警？自动开到警局 105010919038 三和老大 浙江
封神了 105010919038 三和老大 浙江
方向盘加热没有吗？ 4860112200 手机用户常青 北京
我觉得是很不错的想法 108829025456 满眼灬山河 内蒙古
建议佩戴智能手表检测，还更准确些 2471322024678830 Lone梦舍 湖北
疲劳驾驶检测很多车有 4523838774 Krain888 广东
不可能的，那样的话很多店都卖不了了。因为测心率血氧之类的属于医疗器械，店面需要拿牌照的。。。 101315934864 就是怼人来的 湖北
威马（野）都能夸…小米却一改往日作风…是小米su7真的差？[看] 2704404970218251 L666L6 上海
明显是没有充值啊捂脸 3128992544 高贵天空e 湖北
充值震不是白叫的 1169532199657879 不赚钱交个朋友8 北京
明显军儿这次不懂事啊 3505679034484423 淤泥中成长 江西
说明真的一般 3035124056988148 高冷暖阳9F 浙江
他之前不是跟虎哥一样夸的威马去哪里呢？大笑 4507811422 杰森带你四处逛 
2024！ 56823203864 迪哩迪哩嗒啷 浙江
https://m.toutiao.com/is/iFwg6A65/-小米SU7真的是现在最火的电动车吗？-今日头条 52354613962 剑出没 北京
小米造车是新手，不知道老师们什么玩法捂脸 67387052504 正义凛然叶子H0 辽宁
夸过的都倒闭了捂脸 4306612283 YoYo2008 湖北
看内容，应该没充值，但是为了热度和流量他不得不接这个活！毕竟他家一堆小米的东西！ 5475945130 乐观不疲劳 广西
没给钱💰 2731621007762333 我说的是蒸的 上海
 3738127027 淡泊豪情 广东
呲牙 11920373001 光屁股坐石头 江西
你是懂评论的马思纯的微笑 4390608279 千杯醉9999 山西
这粉黑的有点明显 没收到红包啊 3705793328 JervisHu 河南
他这个粉丝量肯定有拍摄的费用的，不可能主动免费拍 12822268264 Andy等待 江西
没有被充值我想静静我想静静我想静静 1649682345636766 小生常谈s1 四川
怎么可能，他连手机都用小米了，怎么会不被充值 6564428223 余热回收换热 山东
我发誓，以后只要开车路上或者只要在路上看见有人开这车，我一定问他，或者她，你是不是喜欢保时捷，只是你买不起？如果他反应惊愕，我会马上递上我的名片，我们专业汽车贷款最低零首付，没必要买山寨保时捷被人诟病耻笑。以上言论为本人真实想法，将会知行合一的在重庆地区贯彻执行 899851822305907 壹张creditcard 重庆
